"Int_no","Rue_1","Rue_2","Arrondissement","X","Y"
577,"Garnier","Saint-Joseph","Plateau Mont-Royal",298438.34,5043695.51
579,"Gilford","La Roche","Plateau Mont-Royal",298397.7,5043380.59
580,"Gilford","Saint-Denis","Plateau Mont-Royal",298085.97,5042828.5
582,"Lanaudière","Marie-Anne","Plateau Mont-Royal",298960.9,5043256.09
583,"Lanaudière","Mont-Royal","Plateau Mont-Royal",298779.44,5043375.15
584,"Calixa-Lavallée","Lanaudière/Rachel","Plateau Mont-Royal",299176.16,5043113.62
585,"Lanaudière","Saint-Joseph","Plateau Mont-Royal",298395.66,5043630.43
586,"La Roche","Laurier","Plateau Mont-Royal",298140.8,5043552.09
587,"La Roche","Marie-Anne","Plateau Mont-Royal",298847.85,5043085.8
588,"La Roche","Mont-Royal","Plateau Mont-Royal",298666.3,5043203.59
589,"La Roche","Rachel","Plateau Mont-Royal",299061.3,5042945.26
590,"La Roche","Saint-Joseph","Plateau Mont-Royal",298281.09,5043457.53
591,"Laurier","Mentana","Plateau Mont-Royal",298018.1,5043353.09
593,"Laurier","Saint-Denis","Plateau Mont-Royal",297810.28,5043007.58
594,"Laurier","Saint-Hubert","Plateau Mont-Royal",297942.9,5043231.09
595,"Marie-Anne","Saint-Denis","Plateau Mont-Royal",298505.73,5042556.15
596,"Marie-Anne","Saint-Hubert","Plateau Mont-Royal",298633.1,5042746.58
597,"Mentana","Mont-Royal","Plateau Mont-Royal",298541,5043015.09
598,"Rachel","Saint-Hubert","Plateau Mont-Royal",298816.6,5042625.58
599,"Mont-Royal","Saint-Hubert","Plateau Mont-Royal",298454.54,5042884.95
600,"Mont-Royal","Rivard","Plateau Mont-Royal",298362.2,5042737.08
601,"Mont-Royal","Saint-Denis","Plateau Mont-Royal",298322.6,5042675.08
602,"Rachel","Saint-Denis","Plateau Mont-Royal",298692.51,5042435.58
603,"Saint-Jacques","Wilson","Côte-des-Neiges - Notre-Dame-de-Grâce",296290.69,5036340.03
604,"Resther","Saint-Joseph","Plateau Mont-Royal",298044.59,5043100.62
605,"Saint-Denis","Saint-Grégoire","Plateau Mont-Royal",297519.01,5043196.08
606,"Saint-Denis","Saint-Joseph","Plateau Mont-Royal",297933.97,5042927.73
607,"Saint-Grégoire","Saint-Hubert","Plateau Mont-Royal",297620.56,5043431.66
608,"Saint-Hubert","Saint-Joseph","Plateau Mont-Royal",298075.42,5043147.45
609,"Chabanel","Marché-Central","Ahuntsic - Cartierville",292577.34,5043847.49
610,"Bellechasse","Châteaubriand","Rosemont - Petite-Patrie",296944.7,5043793.58
611,"Langelier","Rosemont","Mercier - Hochelaga - Maisonneuve",300537.68,5049623.27
612,"Carignan","Rosemont","Mercier - Hochelaga - Maisonneuve",300396.8,5049330.15
613,"Alexandre-DeSève","Maisonneuve","Ville-Marie",300495.6,5042438.09
614,"Alexandre-DeSève","Sainte-Catherine","Ville-Marie",300608.32,5042363.11
615,"Cartier","Maisonneuve","Ville-Marie",300646.6,5042668.59
616,"Saint-Hubert","Saint-Zotique","Rosemont - Petite-Patrie",296479.4,5044202.32
617,"Papineau","René-Lévesque","Ville-Marie",300913.54,5042385.82
618,"Dorion","Sainte-Catherine","Ville-Marie",300783.98,5042637.42
619,"Dufresne","Maisonneuve","Ville-Marie",301009.79,5043225.86
620,"Dufresne","Sainte-Catherine","Ville-Marie",301121.97,5043154.02
621,"Frontenac","Maisonneuve","Ville-Marie",301126.79,5043412.6
622,"Frontenac","Sainte-Catherine","Ville-Marie",301240.99,5043343.1
623,"Fullum","Maisonneuve","Ville-Marie",300928.4,5043103.09
624,"Fullum","Sainte-Catherine","Ville-Marie",301040.1,5043029.59
625,"Havre","Sainte-Catherine","Ville-Marie",301289.29,5043420.6
626,"Iberville","Maisonneuve","Ville-Marie",301088.49,5043350.1
627,"Iberville","Sainte-Catherine","Ville-Marie",301203.19,5043280.6
628,"Lorimier","Maisonneuve","Ville-Marie",300757.1,5042839.59
629,"Lorimier","Sainte-Catherine","Ville-Marie",300865.8,5042768.59
630,"Maisonneuve","Panet","Ville-Marie",300404.1,5042299.59
631,"Maisonneuve","Papineau","Ville-Marie",300599.8,5042594.59
632,"Maisonneuve","Parthenais","Ville-Marie",300855.8,5042990.09
633,"Papineau","Sainte-Catherine","Ville-Marie",300709.9,5042521.59
634,"Papineau","Sainte-Rose","Ville-Marie",300802.71,5042459.31
635,"Parthenais","Sainte-Catherine","Ville-Marie",300965.7,5042916.59
636,"Bordeaux","Ontario","Ville-Marie",300278.28,5043068.58
637,"Champlain","La Fontaine","Ville-Marie",300307.5,5042665.59
638,"Champlain","Ontario","Ville-Marie",300116.9,5042792.59
639,"Dorion","Ontario","Ville-Marie",300238.23,5043010.19
640,"La Fontaine","Papineau","Ville-Marie",300360.42,5042745.8
641,"Lorimier","Ontario","Ville-Marie",300317.9,5043130.09
642,"Ontario","Papineau","Ville-Marie",300157.3,5042886.09
643,"Ontario","Plessis","Ville-Marie",300043.2,5042632.09
644,"Bercy","Ontario","Ville-Marie",300782.79,5043865.1
645,"Frontenac","Hochelaga","Ville-Marie",300223.03,5043959.23
646,"Frontenac","Hogan/Marie-Anne","Plateau Mont-Royal",299656.84,5044301.09
647,"Frontenac","Mont-Royal","Plateau Mont-Royal",299453.12,5044385.84
648,"Frontenac","Ontario","Ville-Marie",300687.89,5043678.6
649,"Frontenac","Rachel","Plateau Mont-Royal",299878.79,5044166.1
650,"Frontenac","Rouen","Ville-Marie",300435.29,5043829.6
651,"Frontenac","Sherbrooke","Ville-Marie",300035.29,5044072.1
652,"Fullum","Hochelaga","Ville-Marie",300046,5043687
654,"Fullum","Mont-Royal","Plateau Mont-Royal",299316.69,5044179.69
655,"Fullum","Ontario","Ville-Marie",300495.99,5043391.6
656,"Fullum","Rachel","Plateau Mont-Royal",299712.69,5043913.6
657,"Fullum","Rouen","Ville-Marie",300219.66,5043573.1
658,"Fullum","Sherbrooke","Ville-Marie",299948.99,5043751.1
659,"Havre","Ontario","Ville-Marie",300721.89,5043736.1
660,"Hochelaga","Hogan","Ville-Marie",300332.59,5044174.1
661,"Hochelaga","Iberville","Ville-Marie",300181.68,5043897
662,"Hochelaga","Wurtele","Ville-Marie",300391.19,5044304.6
663,"Hogan","Rachel","Plateau Mont-Royal",299989.39,5044348.1
664,"Hogan","Rouen","Ville-Marie",300551.59,5044064.6
665,"Sainte-Anne-de-Bellevue","West Broadway","Côte-des-Neiges - Notre-Dame-de-Grâce",294413.56,5034900
666,"Iberville","Marie-Anne","Plateau Mont-Royal",299615.69,5044239.1
667,"Iberville","Mont-Royal","Plateau Mont-Royal",299430.81,5044349.61
668,"Iberville","Ontario","Ville-Marie",300649.49,5043616.1
669,"Iberville","Rachel","Plateau Mont-Royal",299841.19,5044104.6
670,"Iberville","Rouen","Ville-Marie",300398.72,5043769.5
671,"Iberville","Sherbrooke","Plateau Mont-Royal",300009.29,5044002.6
672,"Ontario","Parthenais","Ville-Marie",300420.19,5043279.6
673,"Ontario","Poupart","Ville-Marie",300613.99,5043562.1
674,"Parthenais","Rachel","Plateau Mont-Royal",299638.39,5043801.6
675,"Parthenais","Sherbrooke","Plateau Mont-Royal",299919.69,5043617.1
677,"Bordeaux","Laurier","Plateau Mont-Royal",298629.19,5044163.59
678,"Bordeaux","Marie-Anne","Plateau Mont-Royal",299274.3,5043731.37
679,"Berri","Chabanel","Ahuntsic - Cartierville",293203.47,5045435.95
680,"Bordeaux","Mont-Royal","Plateau Mont-Royal",299097.98,5043852.35
681,"Bordeaux","Rachel","Plateau Mont-Royal",299492.39,5043585.1
682,"Bordeaux","Saint-Joseph","Plateau Mont-Royal",298712.35,5044109
683,"Bordeaux","Sherbrooke","Ville-Marie",299858.5,5043345.06
684,"Calixa-Lavallée","Panet/Sherbrooke","Ville-Marie",299724.95,5042746.2
685,"Champlain","Émile-Duployé/Sherbrooke","Ville-Marie",299783.23,5043013.62
686,"Christophe-Colomb","Saint-Grégoire","Plateau Mont-Royal",297751.64,5043634.29
687,"Dorion","Sherbrooke","Ville-Marie",299841.5,5043274
688,"Fullum","Gilford","Plateau Mont-Royal",299047.49,5044356.1
689,"Fullum","Saint-Joseph","Plateau Mont-Royal",298936.45,5044432.4
690,"Gauthier","Lorimier","Plateau Mont-Royal",299702.09,5043543.6
691,"Gauthier","Papineau","Plateau Mont-Royal",299536.12,5043297.18
692,"Gilford","Lorimier","Plateau Mont-Royal",298874.09,5044098.09
693,"Gilford","Papineau","Plateau Mont-Royal",298704.96,5043848.2
694,"Iberville","Saint-Joseph","Plateau Mont-Royal",299043.95,5044584.94
695,"Laurier","Lorimier","Plateau Mont-Royal",298673.99,5044232.09
696,"Laurier","Papineau inter. Nord","Plateau Mont-Royal",298447.4,5044017
697,"Lorimier","Marie-Anne","Plateau Mont-Royal",299319.97,5043800.04
698,"Lorimier","Masson","Plateau Mont-Royal",298415.77,5044402.96
699,"Lorimier","Mont-Royal","Plateau Mont-Royal",299141.62,5043919.44
700,"Lorimier","Rachel","Plateau Mont-Royal",299538.09,5043653.1
701,"Lorimier","Rouen inter. Sud","Ville-Marie",300099.47,5043277
702,"Lorimier","Saint-Joseph","Plateau Mont-Royal",298756.31,5044175.6
703,"Lorimier","Sherbrooke","Ville-Marie",299876.29,5043429.1
704,"Marie-Anne","Papineau","Plateau Mont-Royal",299154.39,5043549.59
705,"Émile-Duployé","Marquette/Rachel","Plateau Mont-Royal",299319,5043323
706,"Masson","Papineau","Plateau Mont-Royal",298246.09,5044149.59
707,"Molson","Saint-Joseph","Rosemont - Petite-Patrie",299142.91,5044751.87
708,"Mont-Royal","Papineau","Plateau Mont-Royal",298975.61,5043669.52
709,"Papineau","Rachel","Plateau Mont-Royal",299371.69,5043406.09
710,"Papineau","Saint-Grégoire","Plateau Mont-Royal",298138.44,5044222.63
711,"Papineau","Saint-Joseph","Plateau Mont-Royal",298589,5043924.25
712,"Papineau","Sherbrooke","Ville-Marie",299806.75,5043116.25
713,"Plessis","Sherbrooke","Ville-Marie",299742,5042827.93
714,"Lorimier","René-Lévesque","Ville-Marie",301071.59,5042625.6
715,"Frontenac","Notre-Dame","Ville-Marie",301348.74,5043278.8
716,"Iberville","Notre-Dame","Ville-Marie",301327.92,5043210.33
717,"Lorimier","Notre-Dame/Viger","Ville-Marie",301215.6,5042539.59
718,"Notre-Dame","Panet/Ville-Marie","Ville-Marie",300980.53,5041922
719,"Notre-Dame","Papineau","Ville-Marie",301120.51,5042254.09
720,"Papineau","Viger","Ville-Marie",301053.32,5042293.53
721,"Panet","Viger","Ville-Marie",300893.51,5041977.58
722,"Notre-Dame","Saint-Antoine","Ville-Marie",300959.12,5041828
723,"Parthenais","René-Lévesque","Ville-Marie",301197.6,5042764.59
724,"Aird","Hochelaga","Mercier - Hochelaga - Maisonneuve",301307.47,5046442.42
725,"Bourbonnière","Hochelaga","Mercier - Hochelaga - Maisonneuve",300929.27,5045571.7
726,"Bourbonnière","Rouen","Mercier - Hochelaga - Maisonneuve",301172.35,5045459.25
727,"Chambly","Hochelaga","Mercier - Hochelaga - Maisonneuve",300822.09,5045301.61
728,"Cuvillier","Ontario","Mercier - Hochelaga - Maisonneuve",301228.66,5044857.89
729,"Davidson","Hochelaga","Mercier - Hochelaga - Maisonneuve",300694.59,5045002.11
730,"Davidson","Ontario","Mercier - Hochelaga - Maisonneuve",301198.39,5044786.61
731,"29 e Avenue","Beaubien","Rosemont - Petite-Patrie",298852.17,5047412.08
732,"Desjardins","Hochelaga","Mercier - Hochelaga - Maisonneuve",301074.9,5045938.65
733,"Dézéry","Ontario","Mercier - Hochelaga - Maisonneuve",301098.99,5044570.11
734,"Hochelaga","Leclaire","Mercier - Hochelaga - Maisonneuve",301381.71,5046605.48
735,"Hochelaga","Létourneux","Mercier - Hochelaga - Maisonneuve",301147.18,5046095.01
736,"Hochelaga","Moreau","Mercier - Hochelaga - Maisonneuve",300528.14,5044621.75
737,"Hochelaga","Orléans","Mercier - Hochelaga - Maisonneuve",300951.8,5045640.94
738,"Hochelaga","Pie-IX","Mercier - Hochelaga - Maisonneuve",301034.2,5045849.53
739,"Hochelaga","Saint-Clément","Mercier - Hochelaga - Maisonneuve",301451.62,5046762.98
740,"Hochelaga","Saint-Germain","Mercier - Hochelaga - Maisonneuve",300629.99,5044855.11
741,"Hochelaga","Viau","Mercier - Hochelaga - Maisonneuve",301487.49,5046842.41
742,"Joliette","Ontario","Mercier - Hochelaga - Maisonneuve",301288.14,5044996.37
743,"Ontario","Préfontaine","Mercier - Hochelaga - Maisonneuve",301061.89,5044489.11
744,"Ontario","Saint-Germain","Mercier - Hochelaga - Maisonneuve",301131.99,5044641.61
745,"Pie-IX","Rouen","Mercier - Hochelaga - Maisonneuve",301302.82,5045726.49
746,"Rouen","Saint-Clément","Mercier - Hochelaga - Maisonneuve",301717.1,5046638.61
747,"Rouen","Saint-Germain","Mercier - Hochelaga - Maisonneuve",300864.9,5044755.78
748,"Rouen","Viau","Mercier - Hochelaga - Maisonneuve",301752.5,5046718.11
749,"Adam","Bourbonnière","Mercier - Hochelaga - Maisonneuve",301746.86,5045206.27
750,"Adam","Létourneux","Mercier - Hochelaga - Maisonneuve",302003.19,5045703.12
751,"Adam","Pie-IX","Mercier - Hochelaga - Maisonneuve",301890.67,5045457.96
752,"Adam","Saint-Clément","Mercier - Hochelaga - Maisonneuve",302303.7,5046363.62
753,"Adam","Viau","Mercier - Hochelaga - Maisonneuve",302338.9,5046441.62
754,"Aird","Ontario","Mercier - Hochelaga - Maisonneuve",301850.88,5046194.76
755,"Aird","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",302299.13,5045990.74
756,"Bourbonnière","La Fontaine","Mercier - Hochelaga - Maisonneuve",301596.03,5045274.74
757,"Bourbonnière","Notre-Dame","Mercier - Hochelaga - Maisonneuve",302080.44,5045052.62
758,"Bourbonnière","Ontario","Mercier - Hochelaga - Maisonneuve",301443.88,5045341
759,"Bourbonnière","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",301917.4,5045127.87
760,"Davidson","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",301681.53,5044581.84
761,"Davidson","Notre-Dame","Mercier - Hochelaga - Maisonneuve",301831.99,5044519.11
762,"Dézéry","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",301586.07,5044362.5
763,"Notre-Dame","3550 Notre-Dame(face Joliette)","Mercier - Hochelaga - Maisonneuve",301948.7,5044721
764,"Joliette","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",301769.78,5044788.96
765,"La Fontaine","Létourneux","Mercier - Hochelaga - Maisonneuve",301843.27,5045776.07
766,"La Fontaine","Pie-IX","Mercier - Hochelaga - Maisonneuve",301732.05,5045529.94
767,"La Fontaine","Saint-Clément","Mercier - Hochelaga - Maisonneuve",302155.4,5046434.12
768,"La Fontaine","Viau","Mercier - Hochelaga - Maisonneuve",302189.9,5046513.12
769,"Létourneux","Notre-Dame","Mercier - Hochelaga - Maisonneuve",302302.44,5045566.25
770,"Létourneux","Ontario","Mercier - Hochelaga - Maisonneuve",301692.98,5045845.22
771,"Létourneux","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",302133.43,5045645.14
772,"Nicolet","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",301846.16,5044965.81
773,"Notre-Dame","Pie-IX","Mercier - Hochelaga - Maisonneuve",302192.97,5045317.69
774,"Notre-Dame","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",302720.56,5046537.68
776,"Notre-Dame","Sicard","Mercier - Hochelaga - Maisonneuve",302493.49,5046008.62
777,"Notre-Dame","Viau","Mercier - Hochelaga - Maisonneuve",302622.62,5046310.54
778,"Ontario","Pie-IX","Mercier - Hochelaga - Maisonneuve",301581.07,5045599.37
779,"Ontario","Saint-Clément","Mercier - Hochelaga - Maisonneuve",301995,5046509.11
780,"Ontario","Viau","Mercier - Hochelaga - Maisonneuve",302030,5046587.61
781,"Ontario","William-David","Mercier - Hochelaga - Maisonneuve",301780.33,5046036.53
782,"Pie-IX","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",302029.42,5045394.01
783,"Sainte-Catherine","Viau","Mercier - Hochelaga - Maisonneuve",302474.4,5046380.62
784,"Saint-Clément","Sainte-Catherine","Mercier - Hochelaga - Maisonneuve",302438.5,5046301.62
785,"Aylwin","Sherbrooke","Rosemont - Petite-Patrie",300478.29,5045267.89
786,"Bourbonnière","Mont-Royal","Rosemont - Petite-Patrie",300080.09,5045958.61
787,"Bourbonnière","Pierre-de-Coubertin","Mercier - Hochelaga - Maisonneuve",300645.79,5045701.61
788,"Bourbonnière","Rachel","Rosemont - Petite-Patrie",300391.39,5045816.61
789,"Bourbonnière","Sherbrooke","Rosemont - Petite-Patrie",300517.69,5045760.11
790,"Chambly","Sherbrooke","Rosemont - Petite-Patrie",300495.96,5045441.73
791,"Charlemagne","Sherbrooke","Rosemont - Petite-Patrie",300528.75,5045911.75
792,"Henri-Bourassa Est","10 605 est (Sortie Shell)","Rivières-des-Prairies - Pointe-aux-Trembles",301670.5,5056729.5
793,"Davidson","Sherbrooke","Rosemont - Petite-Patrie",300425.09,5045117.11
794,"Dézéry","Rachel","Rosemont - Petite-Patrie",300050.09,5045018.59
795,"Léry (pl)","Sherbrooke","Rosemont - Petite-Patrie",300222.28,5044573.55
796,"Moreau","Sherbrooke","Rosemont - Petite-Patrie",300278.99,5044726.11
797,"Pie-IX","Pierre-de-Coubertin","Mercier - Hochelaga - Maisonneuve",300763.95,5045973.69
798,"Pie-IX","Sherbrooke","Rosemont - Petite-Patrie",300538.73,5046077.66
799,"Marseille","Viau","Mercier - Hochelaga - Maisonneuve",300952.53,5047086.16
800,"Pierre-de-Coubertin","Viau","Mercier - Hochelaga - Maisonneuve",301216.75,5046962.49
801,"Saint-Germain","Sherbrooke","Rosemont - Petite-Patrie",300369.09,5044965.61
802,"Dézéry","Sherbrooke","Rosemont - Petite-Patrie",300340.65,5044891.72
803,"Sherbrooke","Jardin Botanique","Rosemont - Petite-Patrie",300556.72,5046278.5
804,"Sherbrooke","Parc Maisonneuve","Rosemont - Petite-Patrie",300548.8,5046799.5
805,"Sherbrooke","Viau","Mercier - Hochelaga - Maisonneuve",300551.65,5047271.55
806,"Acadie","Gouin","Ahuntsic - Cartierville",288935.21,5044853.05
807,"2 e Avenue","Saint-Joseph","Rosemont - Petite-Patrie",299230.57,5044954.36
808,"5 e Avenue","Masson","Rosemont - Petite-Patrie",298924.09,5045293.6
809,"5 e Avenue","Rosemont","Rosemont - Petite-Patrie",298297.78,5045557.1
810,"5 e Avenue","Saint-Joseph","Rosemont - Petite-Patrie",299305.39,5045130.12
811,"8 e Avenue","Masson","Rosemont - Petite-Patrie",299004.63,5045478.27
812,"Greene","Ste-Émilie/Sortie tun Atwater","Sud-Ouest",298713.94,5037749
813,"9 e Avenue","Henri-Valade/Saint-Joseph","Rosemont - Petite-Patrie",299406.66,5045379.36
814,"Henri-Bourassa Est","10 905 (Institut Pinel)","Rivières-des-Prairies - Pointe-aux-Trembles",302282.22,5057154
815,"Georges-Vanier","Notre-Dame","Sud-Ouest",299189.87,5038345.98
816,"Chabot","Crémazie Ouest","Villeray - Saint-Michel - Parc-Extension",295461.67,5046199.43
817,"13 e Avenue","Jean-Talon","Rosemont - Petite-Patrie",297223.68,5046711.53
818,"15 e Avenue","Jean-Talon","Villeray - Saint-Michel - Parc-Extension",297333.6,5046885.65
819,"15 e Avenue","Rosemont","Rosemont - Petite-Patrie",298705.62,5046225.17
820,"16 e Avenue","Beaubien","Rosemont - Petite-Patrie",298294.11,5046502.6
821,"16 e Avenue","Bélanger","Villeray - Saint-Michel - Parc-Extension",297696.97,5046764.18
822,"16 e Avenue","Masson","Rosemont - Petite-Patrie",299243.44,5046080.13
823,"1 ere Avenue","Beaubien","Rosemont - Petite-Patrie",297743.59,5045608.09
824,"16 e Avenue","Saint-Zotique","Rosemont - Petite-Patrie",297996.59,5046633.54
825,"13 e Avenue","Bélanger","Rosemont - Petite-Patrie",297556.97,5046535.08
826,"20 e Avenue","Bellechasse","Rosemont - Petite-Patrie",298774.07,5046679.73
827,"26 e Avenue","Beaubien","Rosemont - Petite-Patrie",298735.76,5047226.8
828,"26 e Avenue","Saint-Zotique","Rosemont - Petite-Patrie",298440.87,5047357.37
829,"28 e Avenue","Rosemont","Rosemont - Petite-Patrie",299277.75,5047146.49
830,"31 e Avenue","Beaubien","Rosemont - Petite-Patrie",298929.85,5047540.18
831,"31 e Avenue","Saint-Zotique","Rosemont - Petite-Patrie",298633.83,5047671
832,"41 e Avenue","Beaubien","Rosemont - Petite-Patrie",299328.07,5048188.58
833,"42 e Avenue","Rosemont","Rosemont - Petite-Patrie",299842.12,5048046.13
834,"30 e Avenue","Bélanger","Rosemont - Petite-Patrie",298295.16,5047739.57
835,"Assomption","Beaubien","Rosemont - Petite-Patrie",299508.48,5048483.08
836,"Assomption","Bélanger","Rosemont - Petite-Patrie",298923.17,5048769.85
837,"Assomption","Bellechasse","Rosemont - Petite-Patrie",299794.45,5048343.65
838,"Assomption","Rosemont","Rosemont - Petite-Patrie",299910.48,5048285.77
839,"Assomption","Saint-Zotique","Rosemont - Petite-Patrie",299216.96,5048626.25
840,"Beaubien","Beaubien (pl)","Mercier - Hochelaga - Maisonneuve",299830.59,5049234.82
841,"Beaubien","Lacordaire","Rosemont - Petite-Patrie",299707.92,5048941.71
842,"Beaubien","Pie-IX","Rosemont - Petite-Patrie",298578.85,5046967.19
843,"Beaubien","Saint-Michel","Rosemont - Petite-Patrie",298063.75,5046131.84
844,"Beaubien","Viau","Rosemont - Petite-Patrie",299159.03,5047916.99
845,"Bélair","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",297358.78,5046433.82
846,"Bélanger","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",297463.89,5046387.35
847,"Bélanger","Viau","Rosemont - Petite-Patrie",298564.16,5048180.5
848,"Bellechasse","Pie-IX","Rosemont - Petite-Patrie",298871.41,5046837.9
849,"Bellechasse","Saint-Michel","Rosemont - Petite-Patrie",298359.08,5046003.59
850,"Bellechasse","Viau","Rosemont - Petite-Patrie",299453.08,5047787.58
851,"Bourbonnière","Dandurand","Rosemont - Petite-Patrie",299117.95,5046400.03
852,"Bourbonnière","Laurier","Rosemont - Petite-Patrie",299517.78,5046215.6
853,"Bourbonnière","Masson","Rosemont - Petite-Patrie",299330.28,5046302.95
854,"Bourbonnière","Rosemont","Rosemont - Petite-Patrie",298877.63,5046507.14
855,"Bourbonnière","Saint-Joseph","Rosemont - Petite-Patrie",299780.9,5046095.58
856,"Dandurand","Pie-IX","Rosemont - Petite-Patrie",299242.42,5046669.78
857,"Dandurand","Saint-Michel","Rosemont - Petite-Patrie",298846.05,5045779.61
858,"Jean-Talon","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",297122.12,5046551.59
859,"Lacordaire","Rosemont","Rosemont - Petite-Patrie",300123.15,5048744.06
860,"Laurier","Pie-IX","Rosemont - Petite-Patrie",299678.37,5046468.62
861,"Laurier","Saint-Michel","Rosemont - Petite-Patrie",299300.89,5045587.11
862,"Masson","Pie-IX","Rosemont - Petite-Patrie",299454.83,5046571.66
863,"Masson","Saint-Michel","Rosemont - Petite-Patrie",299088.84,5045676.67
864,"Mont-Royal","Pie-IX","Rosemont - Petite-Patrie",300201.98,5046230.18
865,"Pie-IX","Rosemont","Rosemont - Petite-Patrie",299035.67,5046764.76
866,"Pie-IX","Saint-Joseph","Rosemont - Petite-Patrie",299902.95,5046366.43
867,"Pie-IX","Saint-Zotique","Rosemont - Petite-Patrie",298282.2,5047099.07
868,"Rosemont","Saint-Michel","Rosemont - Petite-Patrie",298522.77,5045926.74
869,"Rosemont","Viau","Rosemont - Petite-Patrie",299627.67,5047704.43
870,"Saint-Joseph","Saint-Michel","Rosemont - Petite-Patrie",299470.96,5045514.16
871,"Saint-Michel","Saint-Zotique","Rosemont - Petite-Patrie",297766.68,5046257.58
872,"Saint-Michel","Shaugnessy","Villeray - Saint-Michel - Parc-Extension",297032.9,5046607.53
873,"Saint-Michel","Villeray","Villeray - Saint-Michel - Parc-Extension",296698.65,5046818.74
874,"Saint-Zotique","Viau","Rosemont - Petite-Patrie",298865.07,5048047.58
875,"Sorbiers","Viau","Rosemont - Petite-Patrie",299914.94,5047569.69
876,"Golf (Boul. du)","Henri-Bourassa Est","Rivières-des-Prairies - Pointe-aux-Trembles",298781.06,5054270.06
877,"6 e Avenue","Crémazie inter. Nord","Villeray - Saint-Michel - Parc-Extension",296259.84,5046708
878,"6 e Avenue","Crémazie inter. Sud","Villeray - Saint-Michel - Parc-Extension",296305.4,5046682
879,"9 e Avenue","Jarry","Villeray - Saint-Michel - Parc-Extension",296167.73,5046977.12
880,"Champdoré","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",294414.47,5048254.2
881,"Charland","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",294218.77,5048418.28
882,"Denis-Papin","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",295313.61,5047692.67
883,"Deville","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",295781.72,5047397.87
884,"Émile-Journault","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",295100.48,5047827.87
885,"Hérelle","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",296012.53,5047252.92
886,"Jarry","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",296248.58,5047104.26
887,"Legendre","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",294852.82,5047981.52
888,"Louvain","Saint-Michel","Villeray - Saint-Michel - Parc-Extension",294619.01,5048128.95
889,"Robert","Saint-Michel inter. Nord","Villeray - Saint-Michel - Parc-Extension",295548.3,5047543.5
890,"Robert","Saint-Michel inter. Sud","Villeray - Saint-Michel - Parc-Extension",295592.34,5047516
891,"Saint-Michel","Sauvé","Montréal-Nord",293989.73,5048554.2
892,"25 e Avenue","Grandes-Prairies","Villeray - Saint-Michel - Parc-Extension",295137.55,5049300.55
893,"26 e Avenue","Bélanger","Rosemont - Petite-Patrie",298142.36,5047491.07
894,"39 e Rue","Pie-IX","Villeray - Saint-Michel - Parc-Extension",295684.31,5048657.52
895,"43 e Rue","Pie-IX","Villeray - Saint-Michel - Parc-Extension",295476.51,5048788.87
896,"47 e Rue","Pie-IX","Villeray - Saint-Michel - Parc-Extension",295268.22,5048920.25
897,"Bélair","Pie-IX","Villeray - Saint-Michel - Parc-Extension",297884.12,5047273.91
898,"Bélanger","Pie-IX","Villeray - Saint-Michel - Parc-Extension",297983.25,5047231.38
900,"Denis-Papin","Pie-IX","Villeray - Saint-Michel - Parc-Extension",295895.5,5048522.96
901,"Everett","Pie-IX","Villeray - Saint-Michel - Parc-Extension",297470.4,5047532.49
902,"Grandes-Prairies","Pie-IX","Villeray - Saint-Michel - Parc-Extension",295002.34,5049087.31
903,"Hérelle","Pie-IX","Villeray - Saint-Michel - Parc-Extension",296579.35,5048093.44
904,"Jarry","Pie-IX","Villeray - Saint-Michel - Parc-Extension",296790.06,5047961.39
905,"Jean-Rivard","Pie-IX","Villeray - Saint-Michel - Parc-Extension",296371.64,5048225.98
906,"Jean-Talon","Pie-IX","Villeray - Saint-Michel - Parc-Extension",297668.26,5047407.54
907,"Pie-IX","Robert","Villeray - Saint-Michel - Parc-Extension",296159.72,5048358.23
908,"Pie-IX","Villeray","Villeray - Saint-Michel - Parc-Extension",297237.21,5047679.83
909,"Assomption","Métro","Mercier - Hochelaga - Maisonneuve",301138.38,5047693
910,"Assomption","Sherbrooke","Rosemont - Petite-Patrie",300819.82,5047844.38
911,"Baldwin","Sherbrooke","Mercier - Hochelaga - Maisonneuve",302383.15,5051481.06
